KdV simulation 
Author: Nicholas Dubicki 

Solve the KdV equation on the interval x in [-pi,pi)
simIDno: 0
N:       400
first column is time t
--------------------------------------------
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.94066e-323,1.22203e-315,2.57269e-308,4.44157e-301,6.28824e-294,7.30071e-287,6.95096e-280,5.4271e-273,3.47484e-266,1.8245e-259,7.85593e-253,2.77393e-246,8.03221e-240,1.9073e-233,3.71404e-227,5.93085e-221,7.76661e-215,8.34044e-209,7.34498e-203,5.30438e-197,3.1414e-191,1.52565e-185,6.07617e-180,1.98449e-174,5.31508e-169,1.16739e-163,2.10264e-158,3.10568e-153,3.76177e-148,3.73656e-143,3.04365e-138,2.03311e-133,1.11371e-128,5.00292e-124,1.84298e-119,5.5675e-115,1.37925e-110,2.80201e-106,4.66811e-102,6.37756e-98,7.14516e-94,6.56467e-90,4.94603e-86,3.05594e-82,1.54837e-78,6.43355e-75,2.19214e-71,6.12534e-68,1.40357e-64,2.63745e-61,4.0642e-58,5.13583e-55,5.32218e-52,4.52285e-49,3.15194e-46,1.8013e-43,8.44189e-41,3.24441e-38,1.02253e-35,2.64277e-33,5.60125e-31,9.73543e-29,1.38761e-26,1.62191e-24,1.55463e-22,1.222e-20,7.87694e-19,4.16378e-17,1.80494e-15,6.41623e-14,1.87043e-12,4.47142e-11,8.76585e-10,1.40924e-08,1.85789e-07,2.00863e-06,1.78082e-05,0.000129475,0.00077196,0.00377439,0.0151336,0.0497602,0.134173,0.296682,0.537973,0.79997,0.975507,0.975507,0.79997,0.537973,0.296682,0.134173,0.0497602,0.0151336,0.00377439,0.00077196,0.000129475,1.78082e-05,2.00863e-06,1.85789e-07,1.40924e-08,8.76585e-10,4.47142e-11,1.87043e-12,6.41623e-14,1.80494e-15,4.16378e-17,7.87694e-19,1.222e-20,1.55463e-22,1.62191e-24,1.38761e-26,9.73543e-29,5.60125e-31,2.64277e-33,1.02253e-35,3.24441e-38,8.44189e-41,1.8013e-43,3.15194e-46,4.52285e-49,5.32218e-52,5.13583e-55,4.0642e-58,2.63745e-61,1.40357e-64,6.12534e-68,2.19214e-71,6.43355e-75,1.54837e-78,3.05594e-82,4.94603e-86,6.56467e-90,7.14516e-94,6.37756e-98,4.66811e-102,2.80201e-106,1.37925e-110,5.5675e-115,1.84298e-119,5.00292e-124,1.11371e-128,2.03311e-133,3.04365e-138,3.73656e-143,3.76177e-148,3.10568e-153,2.10264e-158,1.16739e-163,5.31508e-169,1.98449e-174,6.07617e-180,1.52565e-185,3.1414e-191,5.30438e-197,7.34498e-203,8.34044e-209,7.76661e-215,5.93085e-221,3.71404e-227,1.9073e-233,8.03221e-240,2.77393e-246,7.85593e-253,1.8245e-259,3.47484e-266,5.4271e-273,6.95096e-280,7.30071e-287,6.28824e-294,4.44157e-301,2.57269e-308,1.22203e-315,4.94066e-323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.025,3.76841e-223,1.0196e-224,5.01744e-226,-3.56291e-225,-3.74318e-224,7.20096e-222,-4.60649e-220,2.3333e-218,-1.05958e-216,4.50466e-215,-1.82945e-213,7.17634e-212,-2.73715e-210,1.01945e-208,-3.71849e-207,1.33096e-205,-4.68143e-204,1.61971e-202,-5.51621e-201,1.85003e-199,-6.11165e-198,1.98886e-196,-6.37485e-195,2.01203e-193,-6.2502e-192,1.90962e-190,-5.73291e-189,1.68888e-187,-4.87327e-186,1.37381e-184,-3.76979e-183,1.00136e-181,-2.55228e-180,6.14811e-179,-1.3586e-177,2.56142e-176,-3.10638e-175,-4.10776e-174,5.04995e-172,-2.56473e-170,1.04735e-168,-3.84508e-167,1.32109e-165,-4.32936e-164,1.36742e-162,-4.18875e-161,1.24937e-159,-3.63785e-158,1.03582e-156,-2.88715e-155,7.88237e-154,-2.10827e-152,5.52332e-151,-1.41657e-149,3.55312e-148,-8.7028e-147,2.07684e-145,-4.81282e-144,1.0776e-142,-2.31263e-141,4.69271e-140,-8.77143e-139,1.42146e-137,-1.6212e-136,-6.04179e-136,1.22908e-133,-5.45942e-132,1.86613e-130,-5.64855e-129,1.58649e-127,-4.22331e-126,1.07761e-124,-2.65269e-123,6.32432e-122,-1.46365e-120,3.29212e-119,-7.19886e-118,1.52967e-116,-3.15434e-115,6.29757e-114,-1.21263e-112,2.23818e-111,-3.91904e-110,6.3888e-109,-9.3214e-108,1.09243e-106,-5.55069e-106,-2.15565e-104,1.05171e-102,-3.21587e-101,8.29065e-100,-1.94036e-98,4.24655e-97,-8.81702e-96,1.75016e-94,-3.33481e-93,6.1104e-92,-1.07663e-90,1.821e-89,-2.94536e-88,4.52402e-87,-6.51666e-86,8.59167e-85,-9.80494e-84,8.06216e-83,7.15551e-83,-2.3788e-80,7.31605e-79,-1.67388e-77,3.3325e-76,-6.06558e-75,1.03084e-73,-1.65211e-72,2.50733e-71,-3.60416e-70,4.8899e-69,-6.20942e-68,7.25504e-67,-7.51627e-66,6.24395e-65,-2.44969e-64,-5.03349e-63,1.74039e-61,-3.56407e-60,6.01524e-59,-9.03604e-58,1.2429e-56,-1.58281e-55,1.8696e-54,-2.03599e-53,2.00948e-52,-1.72527e-51,1.14218e-50,-2.58701e-50,-8.74982e-49,2.15333e-47,-3.42343e-46,4.50566e-45,-5.22477e-44,5.44551e-43,-5.10476e-42,4.23127e-41,-2.9465e-40,1.44428e-39,4.70066e-40,-1.31108e-37,2.18744e-36,-2.6008e-35,2.56903e-34,-2.18854e-33,1.60275e-32,-9.63496e-32,3.96584e-31,1.99852e-31,-2.61449e-29,3.47208e-28,-3.22992e-27,2.41426e-26,-1.46888e-25,6.76887e-25,-1.54364e-24,-1.07473e-23,1.82408e-22,-1.56994e-21,9.88953e-21,-4.65846e-20,1.35814e-19,1.44345e-19,-5.24087e-18,4.18961e-17,-2.17155e-16,7.35311e-16,-7.31251e-16,-1.03042e-14,8.69662e-14,-3.87822e-13,9.34602e-13,7.41027e-13,-1.84796e-11,8.79355e-11,-1.94154e-10,-1.80209e-10,3.01141e-09,-1.01497e-08,7.52975e-09,6.81871e-08,-2.7187e-07,1.9863e-07,1.53122e-06,-4.58153e-06,-1.60945e-06,2.98064e-05,-2.63384e-05,-0.000132846,0.00020862,0.000552344,-0.000922835,-0.00253297,0.00225203,0.0113308,0.004319,-0.0328899,-0.0676645,-0.0239662,0.15446,0.442143,0.736916,0.926532,0.955203,0.841503,0.649535,0.446823,0.277389,0.156917,0.0815177,0.0391408,0.0174646,0.00727555,0.00284128,0.0010439,0.000361977,0.000118801,3.69997e-05,1.09605e-05,3.09487e-06,8.34619e-07,2.15353e-07,5.32544e-08,1.26408e-08,2.88424e-09,6.33448e-10,1.34078e-10,2.73831e-11,5.40216e-12,1.03053e-12,1.9028e-13,3.4038e-14,5.90411e-15,9.93859e-16,1.62487e-16,2.58201e-17,3.99076e-18,6.0035e-19,8.79601e-20,1.25594e-20,1.74867e-21,2.37546e-22,3.15012e-23,4.08006e-24,5.16397e-25,6.38977e-26,7.73341e-27,9.15864e-28,1.06182e-28,1.2056e-29,1.34112e-30,1.46217e-31,1.56301e-32,1.63873e-33,1.68572e-34,1.70192e-35,1.68695e-36,1.64216e-37,1.57037e-38,1.47568e-39,1.36303e-40,1.23782e-41,1.10552e-42,9.71278e-44,8.39639e-45,7.14366e-46,5.98313e-47,4.93418e-48,4.00752e-49,3.20631e-50,2.52751e-51,1.96349e-52,1.50347e-53,1.13496e-54,8.4482e-56,6.20191e-57,4.491e-58,3.20842e-59,2.26175e-60,1.57353e-61,1.08057e-62,7.3257e-64,4.90373e-65,3.24155e-66,2.11637e-67,1.36491e-68,8.69668e-70,5.47519e-71,3.40642e-72,2.09464e-73,1.27317e-74,7.65048e-76,4.54532e-77,2.67036e-78,1.55151e-79,8.91596e-81,5.06829e-82,2.85025e-83,1.58591e-84,8.73167e-86,4.75754e-87,2.56554e-88,1.3694e-89,7.23573e-91,3.78507e-92,1.96042e-93,1.00541e-94,5.10628e-96,2.56842e-97,1.27958e-98,6.31461e-100,3.08703e-101,1.49516e-102,7.175e-104,3.41176e-105,1.60765e-106,7.50755e-108,3.47479e-109,1.5941e-110,7.24927e-112,3.26809e-113,1.46066e-114,6.47269e-116,2.84404e-117,1.23917e-118,5.35428e-120,2.29442e-121,9.75158e-123,4.11089e-124,1.71903e-125,7.13091e-127,2.93459e-128,1.19816e-129,4.85373e-131,1.95099e-132,7.78176e-134,3.08013e-135,1.20991e-136,4.71686e-138,1.82513e-139,7.0097e-141,2.67234e-142,1.01133e-143,3.79952e-145,1.41716e-146,5.24789e-148,1.92952e-149,7.04422e-151,2.55362e-152,9.19267e-154,3.28631e-155,1.16675e-156,4.11401e-158,1.44078e-159,5.01174e-161,1.73165e-162,5.94332e-164,2.02636e-165,6.8634e-167,2.30949e-168,7.72084e-170,2.5645e-171,8.46347e-173,2.77535e-174,9.04336e-176,2.92819e-177,9.42204e-179,3.01288e-180,9.57473e-182,3.02409e-183,9.49301e-185,2.96189e-186,9.18553e-188,2.83157e-189,8.67662e-191,2.64297e-192,8.00321e-194,2.40926e-195,7.21047e-197,2.14545e-198,6.34692e-200,1.86686e-201,5.4598e-203,1.58772e-204,4.59107e-206,1.32012e-207,3.77471e-209,1.07334e-210,3.03523e-212,8.53602e-214,2.38749e-215,6.64146e-217,1.83753e-218,5.05668e-220,1.38411e-221
0.05,1.26036e-167,6.71584e-169,3.71223e-170,-2.6737e-170,5.3362e-169,-9.8173e-168,1.78313e-166,-3.19696e-165,5.65741e-164,-9.8795e-163,1.70194e-161,-2.89095e-160,4.83876e-159,-7.97344e-158,1.292e-156,-2.05544e-155,3.20354e-154,-4.87674e-153,7.21927e-152,-1.03229e-150,1.41014e-149,-1.80384e-148,2.07097e-147,-1.89225e-146,6.21917e-146,2.96472e-144,-1.10852e-142,2.76124e-141,-5.91092e-140,1.16409e-138,-2.16972e-137,3.88326e-136,-6.72947e-135,1.13504e-133,-1.86967e-132,3.0146e-131,-4.76526e-130,7.39242e-129,-1.1262e-127,1.6855e-126,-2.47832e-125,3.57957e-124,-5.07643e-123,7.0636e-122,-9.63294e-121,1.28552e-119,-1.67503e-118,2.12419e-117,-2.6093e-116,3.08163e-115,-3.45572e-114,3.59463e-113,-3.29217e-112,2.25267e-111,-6.9293e-112,-3.79709e-109,1.00357e-107,-1.94963e-106,3.31875e-105,-5.22571e-104,7.79479e-103,-1.11523e-101,1.54158e-100,-2.0679e-99,2.69938e-98,-3.43485e-97,4.2645e-96,-5.16751e-95,6.11006e-94,-7.04388e-93,7.90573e-92,-8.61827e-91,9.09243e-90,-9.23168e-89,8.93814e-88,-8.12031e-87,6.70216e-86,-4.63273e-85,1.89545e-84,1.48391e-83,-5.43185e-82,9.8252e-81,-1.44936e-79,1.92268e-78,-2.37863e-77,2.79221e-76,-3.13905e-75,3.39751e-74,-3.55053e-73,3.58731e-72,-3.50439e-71,3.30617e-70,-3.00469e-69,2.61869e-68,-2.17203e-67,1.69166e-66,-1.20532e-65,7.39265e-65,-3.16224e-64,-4.6202e-64,3.36515e-62,-5.49644e-61,6.86621e-60,-7.53702e-59,7.61097e-58,-7.21481e-57,6.48494e-56,-5.55385e-55,4.53936e-54,-3.53729e-53,2.61793e-52,-1.82576e-51,1.18195e-50,-6.88603e-50,3.33978e-49,-9.77116e-49,-4.44798e-48,1.17085e-46,-1.42213e-45,1.38113e-44,-1.18642e-43,9.34303e-43,-6.84835e-42,4.6996e-41,-3.0186e-40,1.80355e-39,-9.8742e-39,4.78929e-38,-1.88031e-37,3.89468e-37,2.53852e-36,-4.40795e-35,4.15912e-34,-3.17171e-33,2.12592e-32,-1.28876e-31,7.12585e-31,-3.57841e-30,1.60049e-29,-6.04942e-29,1.61697e-28,3.09494e-29,-4.46584e-27,4.13102e-26,-2.74373e-25,1.52733e-24,-7.42231e-24,3.16327e-23,-1.1537e-22,3.30359e-22,-4.8288e-22,-2.21066e-21,2.55572e-20,-1.55711e-19,7.34567e-19,-2.8698e-18,9.22411e-18,-2.23047e-17,2.34563e-17,1.3547e-16,-1.13253e-15,5.27967e-15,-1.84305e-14,4.90806e-14,-8.51803e-14,-1.44581e-14,8.43798e-13,-4.05255e-12,1.24688e-11,-2.60197e-11,2.3894e-11,7.80332e-11,-4.7054e-10,1.33722e-09,-2.19273e-09,3.51722e-10,1.01903e-08,-3.3845e-08,5.3598e-08,-1.97209e-09,-2.1763e-07,5.45025e-07,-4.38924e-07,-1.00701e-06,3.48658e-06,-3.06436e-06,-5.77534e-06,1.78864e-05,-7.6599e-06,-4.03768e-05,6.34337e-05,4.65105e-05,-0.000195699,1.08267e-05,0.00046005,-0.000191569,-0.000997346,0.000517717,0.00217778,-0.000733654,-0.00474735,-0.000512568,0.00924869,0.00725948,-0.0121763,-0.0251506,-0.0033058,0.0430143,0.0615188,0.00850172,-0.0975211,-0.175792,-0.139075,0.0437926,0.327199,0.618306,0.828287,0.910325,0.867903,0.739002,0.572145,0.407725,0.269846,0.167009,0.0971892,0.0534203,0.0278382,0.0137981,0.00652314,0.00294858,0.00127711,0.000531068,0.000212389,8.18211e-05,3.04072e-05,1.09154e-05,3.78956e-06,1.27383e-06,4.15015e-07,1.3118e-07,4.02646e-08,1.20115e-08,3.48532e-09,9.84427e-10,2.70852e-10,7.26404e-11,1.90021e-11,4.85136e-12,1.20952e-12,2.9464e-13,7.01652e-14,1.63426e-14,3.72472e-15,8.31075e-16,1.81613e-16,3.88865e-17,8.16142e-18,1.67964e-18,3.39087e-19,6.71743e-20,1.3063e-20,2.49444e-21,4.67877e-22,8.62286e-23,1.56193e-23,2.78155e-24,4.87133e-25,8.39187e-26,1.42244e-26,2.37292e-27,3.89682e-28,6.30114e-29,1.00348e-29,1.57426e-30,2.4334e-31,3.70692e-32,5.56626e-33,8.24043e-34,1.20298e-34,1.73207e-35,2.46012e-36,3.4475e-37,4.76744e-38,6.50688e-39,8.76675e-40,1.16614e-40,1.53173e-41,1.98698e-42,2.54596e-43,3.2227e-44,4.0305e-45,4.98116e-46,6.08405e-47,7.34521e-48,8.76637e-49,1.03442e-49,1.20694e-50,1.39265e-51,1.58933e-52,1.79414e-53,2.00363e-54,2.21383e-55,2.42039e-56,2.61871e-57,2.8041e-58,2.97202e-59,3.1182e-60,3.23887e-61,3.33091e-62,3.39198e-63,3.42061e-64,3.4163e-65,3.37947e-66,3.31146e-67,3.21444e-68,3.09133e-69,2.94561e-70,2.78118e-71,2.60221e-72,2.41296e-73,2.21762e-74,2.02016e-75,1.82422e-76,1.63304e-77,1.44934e-78,1.27537e-79,1.11281e-80,9.62843e-82,8.26169e-83,7.03057e-84,5.93402e-85,4.9679e-86,4.12562e-87,3.39881e-88,2.77786e-89,2.25252e-90,1.81228e-91,1.4468e-92,1.14615e-93,9.01056e-95,7.03011e-96,5.44373e-97,4.18388e-98,3.19179e-99,2.41704e-100,1.81699e-101,1.35601e-102,1.00469e-103,7.39078e-105,5.39825e-106,3.91511e-107,2.81957e-108,2.01647e-109,1.43216e-110,1.01018e-111,7.07685e-113,4.92412e-114,3.4032e-115,2.33633e-116,1.59327e-117,1.07937e-118,7.26429e-120,4.85714e-121,3.22662e-122,2.12968e-123,1.39668e-124,9.10149e-126,5.89356e-127,3.79237e-128,2.42509e-129,1.54115e-130,9.73372e-132,6.11006e-133,3.81207e-134,2.36396e-135,1.45714e-136,8.92802e-138,5.43776e-139,3.29239e-140,1.98172e-141,1.18585e-142,7.05479e-144,4.17276e-145,2.45392e-146,1.43486e-147,8.3423e-149,4.82281e-150,2.77248e-151,1.5849e-152,9.00983e-154,5.09359e-155,2.86376e-156,1.60128e-157,8.90496e-159,4.92537e-160,2.70958e-161,1.48264e-162,8.06953e-164,4.36873e-165,2.3527e-166
0.075,7.44528e-135,5.90866e-136,4.6774e-137,2.10586e-138,1.97587e-137,-2.40147e-136,2.92426e-135,-3.51493e-134,4.17033e-133,-4.88289e-132,5.64001e-131,-6.4233e-130,7.20792e-129,-7.96221e-128,8.6476e-127,-9.2188e-126,9.62464e-125,-9.80924e-124,9.71387e-123,-9.27924e-122,8.44838e-121,-7.16991e-120,5.40154e-119,-3.11374e-118,2.93232e-118,3.05387e-116,-6.89956e-115,1.11923e-113,-1.58568e-112,2.07942e-111,-2.58851e-110,3.09928e-109,-3.59679e-108,4.06553e-107,-4.49003e-106,4.85566e-105,-5.14934e-104,5.36024e-103,-5.4804e-102,5.50519e-101,-5.43357e-100,5.26825e-99,-5.0155e-98,4.68491e-97,-4.28883e-96,3.84176e-95,-3.35957e-94,2.8587e-93,-2.35533e-92,1.86461e-91,-1.40003e-90,9.72837e-90,-5.9172e-89,2.62594e-88,1.14082e-88,-2.29783e-86,3.94375e-85,-5.08986e-84,5.78918e-83,-6.10492e-82,6.10568e-81,-5.86107e-80,5.43796e-79,-4.89749e-78,4.29297e-77,-3.6686e-76,3.05906e-75,-2.48966e-74,1.97715e-73,-1.53081e-72,1.15378e-71,-8.44502e-71,5.98065e-70,-4.07431e-69,2.64494e-68,-1.60901e-67,8.86664e-67,-4.05741e-66,1.04059e-65,6.97356e-65,-1.56375e-63,1.86889e-62,-1.83937e-61,1.63306e-60,-1.35397e-59,1.06586e-58,-8.03831e-58,5.83711e-57,-4.09263e-56,2.77395e-55,-1.81746e-54,1.14959e-53,-7.00064e-53,4.08477e-52,-2.2651e-51,1.17651e-50,-5.56215e-50,2.23349e-49,-5.87002e-49,-1.29e-48,3.66477e-47,-3.82793e-46,3.15003e-45,-2.29654e-44,1.54518e-43,-9.77272e-43,5.86325e-42,-3.35123e-41,1.82683e-40,-9.48269e-40,4.66529e-39,-2.15524e-38,9.18225e-38,-3.47086e-37,1.04661e-36,-1.38855e-36,-1.27915e-35,1.57172e-34,-1.18651e-33,7.45093e-33,-4.18967e-32,2.16937e-31,-1.04661e-30,4.72152e-30,-1.98663e-29,7.72155e-29,-2.71195e-28,8.166e-28,-1.77692e-27,-3.63315e-29,3.06306e-26,-2.38542e-25,1.33962e-24,-6.39963e-24,2.72835e-23,-1.05473e-22,3.69801e-22,-1.15885e-21,3.11283e-21,-6.28975e-21,3.41962e-21,5.24924e-20,-3.73958e-19,1.7561e-18,-6.76056e-18,2.24708e-17,-6.49062e-17,1.58479e-16,-2.95006e-16,2.24446e-16,1.2824e-15,-8.48445e-15,3.31411e-14,-1.01025e-13,2.51364e-13,-4.92034e-13,6.10141e-13,3.50717e-13,-5.11759e-12,1.93267e-11,-5.03771e-11,9.7342e-11,-1.20584e-10,-1.50981e-11,5.90374e-10,-1.93901e-09,3.94369e-09,-4.90044e-09,2.5229e-10,1.65118e-08,-4.66112e-08,7.04401e-08,-3.46784e-08,-1.24611e-07,3.85222e-07,-5.01474e-07,2.42665e-08,1.23106e-06,-2.34922e-06,1.17541e-06,3.52033e-06,-8.11468e-06,4.00881e-06,1.20359e-05,-2.35452e-05,2.56942e-06,4.47334e-05,-4.87105e-05,-4.38283e-05,0.000127839,-7.83765e-06,-0.000231729,0.000137274,0.000355821,-0.000371569,-0.00052186,0.000743452,0.00081413,-0.00128045,-0.00143884,0.00192758,0.00279091,-0.00230567,-0.00538852,0.00121844,0.00922717,0.00377965,-0.011823,-0.0150393,0.00544252,0.0281435,0.0200539,-0.0209054,-0.054487,-0.036123,0.0336989,0.100356,0.0974276,0.00300902,-0.137296,-0.236657,-0.219684,-0.0640446,0.192013,0.473641,0.705361,0.838816,0.862441,0.794864,0.670245,0.523917,0.383159,0.263969,0.172223,0.106867,0.0632902,0.0358798,0.01952,0.0102136,0.00514971,0.00250629,0.0011792,0.000537091,0.000237114,0.00010158,4.22721e-05,1.71047e-05,6.7356e-06,2.58345e-06,9.65871e-07,3.52248e-07,1.25395e-07,4.36006e-08,1.48165e-08,4.92358e-09,1.6008e-09,5.09483e-10,1.58807e-10,4.85017e-11,1.45205e-11,4.26305e-12,1.22786e-12,3.47085e-13,9.63239e-14,2.62541e-14,7.03025e-15,1.8501e-15,4.78635e-16,1.21767e-16,3.04713e-17,7.50261e-18,1.81807e-18,4.33705e-19,1.01876e-19,2.35697e-20,5.37199e-21,1.20647e-21,2.67049e-22,5.82708e-23,1.25368e-23,2.66002e-24,5.56711e-25,1.14948e-25,2.34197e-26,4.70918e-27,9.3469e-28,1.83157e-28,3.54389e-29,6.77191e-30,1.27815e-30,2.38319e-31,4.3904e-32,7.9925e-33,1.43799e-33,2.55728e-34,4.49587e-35,7.81477e-36,1.3432e-36,2.2832e-37,3.83864e-38,6.38398e-39,1.05036e-39,1.70988e-40,2.75439e-41,4.39099e-42,6.92826e-43,1.08207e-43,1.67302e-44,2.56096e-45,3.88156e-46,5.82576e-47,8.65929e-48,1.27478e-48,1.85889e-49,2.68517e-50,3.84265e-51,5.44839e-52,7.65454e-53,1.06566e-53,1.4703e-54,2.01054e-55,2.72504e-56,3.66118e-57,4.87629e-58,6.43888e-59,8.42977e-60,1.0943e-60,1.40865e-61,1.79824e-62,2.27666e-63,2.8588e-64,3.56068e-65,4.39921e-66,5.39183e-67,6.5561e-68,7.90914e-69,9.46703e-70,1.12441e-70,1.32522e-71,1.55e-72,1.79919e-73,2.07276e-74,2.37013e-75,2.69012e-76,3.03088e-77,3.38992e-78,3.76404e-79,4.14941e-80,4.54159e-81,4.93561e-82,5.32607e-83,5.70724e-84,6.07325e-85,6.41817e-86,6.73624e-87,7.02198e-88,7.27039e-89,7.47707e-90,7.63836e-91,7.75144e-92,7.81443e-93,7.82643e-94,7.78752e-95,7.69879e-96,7.56225e-97,7.38079e-98,7.15805e-99,6.89834e-100,6.60646e-101,6.2876e-102,5.94715e-103,5.59058e-104,5.2233e-105,4.85054e-106,4.47721e-107,4.10783e-108,3.74645e-109,3.39662e-110,3.0613e-111,2.74293e-112,2.44335e-113,2.16389e-114,1.90535e-115,1.6681e-116,1.45208e-117,1.25687e-118,1.08178e-119,9.25869e-121,7.88015e-122,6.66972e-123,5.61412e-124,4.6997e-125,3.91278e-126,3.23997e-127,2.66839e-128,2.18585e-129,1.78103e-130,1.44347e-131,1.16372e-132,9.3326e-134
